"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12328","test_cart_products_persist_after_login[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestSearchAndVerifyCartAfterLogin","test_cart_ui","",""
"","33","test_returns_valid_schema","tests.users","2026-06-13","passed","2026-06-13","TestGetUser","test_user_api","",""
"","52","test_returns_400_missing_parameter","tests.ae_account","2026-06-13","passed","2026-06-13","TestVerifyLoginMissingEmail","test_ae_account_api","",""
"","43","test_returns_405_method_not_supported","tests.ae_products","2026-06-13","passed","2026-06-13","TestPutToBrandsList","test_ae_products_api","",""
"","5672","test_account_created_page_shows_success[chromium]","tests.users","2026-06-13","passed","2026-06-13","TestRegisterUser","test_register_ui","",""
"","38","test_unknown_id_raises_api_error","tests.posts","2026-06-13","passed","2026-06-13","TestGetPost","test_post_api","",""
"","98","test_products_list_is_non_empty","tests.ae_products","2026-06-13","passed","2026-06-13","TestGetAllProducts","test_ae_products_api","",""
"","4060","test_polo_brand_page_shows_products[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestViewBrandProducts","test_categories_brands_ui","",""
"","8242","test_logout_redirects_to_login[chromium]","tests.users","2026-06-13","passed","2026-06-13","TestLogout","test_login_ui","",""
"","6826","test_wrong_credentials_show_error[chromium]","tests.users","2026-06-13","passed","2026-06-13","TestLoginWithInvalidCredentials","test_login_ui","",""
"","91","test_response_includes_generated_id","tests.users","2026-06-13","passed","2026-06-13","TestCreateUser","test_user_api","",""
"","79","test_message_confirms_update","tests.ae_account","2026-06-13","passed","2026-06-13","TestUpdateAccount","test_ae_account_api","",""
"","53","test_search_results_contain_keyword","tests.ae_products","2026-06-13","passed","2026-06-13","TestSearchProduct","test_ae_products_api","",""
"","3784","test_existing_email_shows_error[chromium]","tests.users","2026-06-13","passed","2026-06-13","TestRegisterWithExistingEmail","test_register_ui","",""
"","4031","test_delivery_address_is_not_empty[chromium]","tests.checkout","2026-06-13","passed","2026-06-13","TestVerifyAddressAtCheckout","test_checkout_ui","",""
"","57","test_returns_405_method_not_supported","tests.ae_products","2026-06-13","passed","2026-06-13","TestPostToProductsList","test_ae_products_api","",""
"","33565","test_scroll_up_arrow_returns_to_hero[chromium]","tests.home","2026-06-13","broken","2026-06-13","TestScrollUpWithArrow","test_home_ui","",""
"","66","test_returns_200_user_updated","tests.ae_account","2026-06-13","passed","2026-06-13","TestUpdateAccount","test_ae_account_api","",""
"","52","test_returns_200_with_user_object","tests.ae_account","2026-06-13","passed","2026-06-13","TestGetUserDetail","test_ae_account_api","",""
"","5491","test_two_products_appear_in_cart[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestAddProductsToCart","test_cart_ui","",""
"","3796","test_women_tops_category_shows_products[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestViewCategoryProducts","test_categories_brands_ui","",""
"","25","test_title_is_non_empty","tests.posts","2026-06-13","passed","2026-06-13","TestGetPost","test_post_api","",""
"","3747","test_men_tshirts_category_shows_products[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestViewCategoryProducts","test_categories_brands_ui","",""
"","5557","test_order_placed_successfully[chromium]","tests.checkout","2026-06-13","passed","2026-06-13","TestPlaceOrderRegisterBeforeCheckout","test_checkout_ui","",""
"","73580","test_new_user_can_register[chromium]","tests.users","2026-06-13","broken","2026-06-13","TestRegisterUser","test_register_ui","",""
"","6249","test_product_detail_page_shows_category[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestProductDetailPage","test_product_detail_ui","",""
"","43","test_error_message_mentions_missing_param","tests.ae_products","2026-06-13","passed","2026-06-13","TestSearchProductMissingParam","test_ae_products_api","",""
"","3700","test_product_detail_page_shows_availability[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestProductDetailPage","test_product_detail_ui","",""
"","29","test_unknown_id_raises_api_error","tests.users","2026-06-13","passed","2026-06-13","TestGetUser","test_user_api","",""
"","13237","test_quantity_4_is_reflected_in_cart[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestProductQuantityInCart","test_cart_ui","",""
"","3276","test_page_loads[chromium]","tests.users","2026-06-13","passed","2026-06-13","TestLoginPage","test_login_ui","",""
"","5378","test_manual_scroll_up_returns_to_hero[chromium]","tests.home","2026-06-13","passed","2026-06-13","TestScrollUpManually","test_home_ui","",""
"","3590","test_products_listing_has_view_product_links[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestProductDetailPage","test_product_detail_ui","",""
"","3674","test_review_submission_shows_success[chromium]","tests.products","2026-06-13","passed","2026-06-13","TestAddReview","test_product_detail_ui","",""
